city_ascii;lat;lng
Niigata;379161;1390364
Hempstead;406629;-736089
Leeds;538003;-15497
Hamamatsu;347108;1377275
Bagcilar;410344;288564
Xiangxiang;277389;1125223
Bilbao;432569;-29236
Chaohucun;316783;1177353
Fuyang;300553;1199500
Homs;347333;367167
Kucukcekmece;410000;288000
Lubango;-149167;135000
Zouping;368625;1177424
Khujand;402833;696333
San Luis Potosi;221511;-1009761
Nottingham;529533;-11500
Cencheng;229297;1110186
Dali;256808;1003003
Hamhung;399167;1275333
Korla;417259;861746
Rajshahi;243667;886000
Erzurum;399086;412769
Frankfurt;501106;86822
Al `Ayn;242075;557447
Songzi;301772;1117732
Albuquerque;351054;-1066465
Patiala;303400;763800
Laixi;368667;1205333
Bahawalpur;293956;716836
Zhongba;317761;1047406
Kaduna;105167;74333
Qingnian;368494;1157061
San Pedro Sula;155000;-880333
Qamdo;311375;971777
Xinhualu;343962;1137249
Nerima;357355;1396517
Guangshui;316189;1138229
Pietermaritzburg;-296167;303833
Baardheere;23333;422833
Tlajomulco de Zuniga;204736;-1034431
Samarinda;-5000;1171378
Changhua;240667;1205333
Sizhan;390099;1063694
Ciudad Guayana;83667;-626500
Cucuta;78942;-725039
Dhulia;208997;747697
Burco;95279;455345
Licheng;314174;1194786
Ota-ku;355613;1397160
Thiruvananthapuram;84875;769525
Tyumen;571500;655333
Nampula;-151167;392667
Zaporizhzhia;478500;351175
Kyaukse;216131;961303
Chengguan;355256;1136976
Kumamoto;328031;1307078
Nehe;484800;1248738
Osogbo;77667;45667
Cabinda;-55600;121900
Kerman;302833;570833
Zunhua;401881;1179593
Rochester;431680;-776162
Valenzuela;147000;1209800
Orumiyeh;375486;450675
Wugang;267345;1106293
Shuangqiao;350833;1125833
Tshikapa;-64167;208000
Sao Jose dos Campos;-231789;-458869
Comodoro Rivadavia;-458647;-674808
Cagayan de Oro;84833;1246500
Tondo;146170;1209670
Langzhong;315504;1059938
Qian'an;400059;1186973
Lviv;498425;240322
Sarasota;273387;-825432
Reynosa;260922;-982778
Santo Andre;-236572;-465333
An Najaf;320000;443300
Sagamihara;355667;1393667
Guli;289008;1200284
Mississauga;436000;-796500
Concepcion;-368282;-730514
Okayama;346500;1339167
Anlu;312575;1136783
Mwanza;-25167;329000
Fresno;367830;-1197939
Changsha;223762;1126877
Torreon;255394;-1034486
Shihezi;443054;860804
Enugu;64528;75111
Jaboatao;-81803;-350014
Tulsa;361283;-959042
Yanggok;376333;1272167
Yatou;371653;1224867
Edogawa;357066;1398683
Allentown;405961;-754756
Ribeirao Preto;-211783;-478067
Xichang;278983;1022706
Latakia;355167;357833
Bhiwandi;192967;730631
City of Paranaque;144700;1210200
Dasmarinas;143294;1209367
Dayton;397805;-842003
Saharanpur;299640;775460
Warangal;179689;795941
Soledad;109167;-747500
Osasco;-235328;-467919
Dashiqiao;406328;1225021
Birmingham;335279;-867971
Nampo;387333;1254000
Shiliguri;267100;884300
Banjarmasin;-33200;1145925
Sha Tin;223802;1141898
Salem;116500;781500
General Santos;61167;1251667
Cocody;53500;-39667
Hamah;351333;367500
Pendik;408747;292350
Bacoor;144624;1209645
Vellore;129165;791325
Shishi;247355;1186434
Guadalupe;256775;-1002597
Adachi;357749;1398044
Qianxi;270284;1060327
Tolyatti;535089;494222
Macau;222006;1135461
Bauchi;103158;98442
Hamilton;432567;-798692
Lodz;517769;194547
Miluo Chengguanzhen;288049;1130745
Gaizhou;404019;1223499
Karbala';326167;440333
Leling;377333;1172167
Jianshe;342189;1137693
Shizuoka;349756;1383828
Charleston;328168;-799687
Jingcheng;320058;1202547
Kochi;99700;762800
Mar del Plata;-380000;-575500
Cape Coral;266443;-819957
Tasikmalaya;-73161;1081975
Rasht;372808;495831
Xinmin;419952;1228224
Shanhu;295908;1208176
Zhongshu;278116;1064133
Gorakhpur;267637;834039
Zaragoza;416500;-8833
Wroclaw;511100;170325
Acapulco de Juarez;168636;-998825
Bahar;349072;484414
Kumul;428193;935151
Murcia;379861;-11303
Pinghu;307005;1210104
Palermo;381157;133613
Guankou;309933;1036240
Tlaquepaque;206167;-1033167
Songyang;344603;1130280
Ch'ongjin;417833;1297667
Puyang Chengguanzhen;357004;1149800
Qionghu;288417;1123595
Zhaodong;460635;1259773
Narela;288527;770929
Huambo;-127767;157347
Wenchang;310540;1169507
Villavicencio;41500;-736333
Shulan;444079;1269429
Tlalnepantla;195367;-991947
Catia La Mar;106000;-670333
Sargodha;320836;726711
Al Hufuf;253833;495833
Durango;240250;-1046675
Jalingo;89195;113264
Bouake;76833;-50167
Mazatlan;232167;-1064167
San Jose del Monte;148139;1210453
Ansan;373167;1268333
Abomey-Calavi;64486;23556
Lingbao Chengguanzhen;345221;1108786
Hwasu-dong;371997;1268314
Sialkot City;324925;745311
Hue;164667;1075792
Bulawayo;-201700;285800
Xiping;256005;1038166
Sanhe;399808;1170701
Ch'onan;368167;1271667
Contagem;-199319;-440539
Jieshou;332605;1153618
Selcuklu;378814;324922
Erer Sata;95667;413833
Honcho;356946;1399826
Dusseldorf;512333;67833
Izhevsk;568500;532167
Guntur;163008;804428
Guixi;282861;1172083
Sorocaba;-235017;-474581
Yildirim;401100;290821
Petaling Jaya;30972;1016444
Tengyue;250208;984972
Wuxue;298518;1155539
Rasulpur;285700;773200
Bhavnagar;217600;721500
Brahmapur;193150;847941
Qufu;356000;1169833
Gaobeidian;393257;1158678
Ruiming;258833;1160333
Columbia;340378;-809036
Concord;379722;-1220016
Noida;2857;7732
Gold Coast;-280167;1534000
Xinshi;310236;1131079
Ta`izz;135789;440219
Aracaju;-109167;-370500
Jeonju;358167;1271500
Bhangar;225800;884200
Jin'e;293395;1052868
Barnaul;533333;837500
Makati City;145567;1210214
Rotterdam;519167;45000
Changping;402248;1161944
Benghazi;321167;200667
Kryvyi Rih;479086;333433
Halwan;298453;313333
Colorado Springs;388674;-1047605
Suohe;347879;1133920
Chimalhuacan;194167;-989000
Xinxing;398734;1241453
Bhilai;213667;817167
Mangalore;129020;748253
Port-Bouet;52667;-39000
Zhuangyuan;373056;1208275
Glasgow;558611;-42500
Namangan;410011;716683
Ulyanovsk;543167;483667
Tan An;109050;1066994
Irkutsk;522833;1042833
Bhilai;212100;813800
Nagercoil;81833;774119
Jos;99167;88903
Pontianak;-206;1093414
Bazhou;391235;1163860
Turpan;429512;891895
Villa Nueva;145314;-905964
Las Pinas City;144500;1209800
Springfield;421155;-725395
Knoxville;359692;-839496
Meihekou;425279;1256780
Jurong;319579;1191595
Feira de Santana;-122500;-389500
Khabarovsk;484833;1350667
Zhugang;281277;1212288
Leipzig;513400;123750
Xinji;379423;1152118
Serang;-61200;1061503
Jambi;-15900;1036100
Kandahar;316200;657158
San Miguel de Tucuman;-268167;-652167
Gothenburg;577075;119675
Yaroslavl;576167;398500
Baton Rouge;304420;-911311
Zhangshu;280667;1155375
Vladivostok;431333;1319000
Ogden;412279;-1119682
Kuantan;38167;1033333
Raurkela;222492;848828
Cuttack;205236;857881
Ar Rayyan;252500;514000
Haifa;328192;349992
Malanje;-95333;163500
Bacolod;106765;1229509
Zhuozhou;394887;1159918
Grand Rapids;429619;-856562
Uberlandia;-189231;-482886
Albany;426664;-737987
Tianchang;326853;1190041
Kawaguchi;358077;1397241
Itabashi;357512;1397093
Suginami-ku;356995;1396364
Cimahi;-68712;1075548
Tuxtla;167528;-931167
Garoua;93000;134000
Hafr al Batin;284342;459636
Tumkur;133400;771000
Balikpapan;-12768;1168277
Durban;-298833;310500
Kagoshima;316000;1305500
Al Hillah;234895;467564
Makhachkala;429833;474833
Sihui;233448;1126956
Irapuato;206667;-1013500
Brampton;436833;-797667
Luocheng;309793;1042800
Mbale;10806;341750
Pereira;48143;-756946
Bakersfield;353529;-1190359
Uvira;-34000;291500
Dortmund;515167;74667
Chuxiong;250461;1015436
Mission Viejo;336096;-1176551
Zahedan;294964;608628
New Haven;413113;-729246
Shah Alam;30722;1015167
Wenlan;233989;1033631
Cuiaba;-155958;-560969
Shangzhi;452116;1279620
Essen;514508;70131
Botou;380740;1165700
Mymensingh;247539;904031
Anyang;373833;1269333
Genoa;444111;89328
Durgapur;235500;873200
Port Sudan;196167;372167
Al Mafraq;323399;362052
Puente Alto;-336167;-705667
Dehra Dun;303450;780290
At Ta'if;212751;404062
Wancheng;188000;1104000
Hachioji;356664;1393160
Xiulin;297211;1124037
Fu'an;271000;1196333
Tomsk;564886;849522
Tonala;206167;-1032333
Juiz de Fora;-217619;-433494
Worcester;422705;-718079
Kolwezi;-107167;254667
Chapra;257848;847274
Bristol;514536;-25975
Luofeng;373590;1203960
Lingyuan;412407;1193957
Irbid;325500;358500
Al Mahallah al Kubra;309686;311636
Wencheng;196167;1107500
Bremen;530833;88000
Ciudad Bolivar;81219;-635500
Orenburg;517667;551000
Shenzhou;380005;1155541
Asansol;236800;869900
Kuiju;368528;1193904
Zhenzhou;322739;1191619
Surakarta;-75667;1108167
Dresden;510500;137400
Kolhapur;166917;742333
Benguela;-125500;134167
Ensenada;318578;-1166058
Kemerovo;553667;860667
Lanxi;292167;1194722
Dangyang;308258;1117910
Faridpur;236020;898330
Herat;343419;622031
Luanzhou;397396;1186978
Hamadan;348064;485161
Novokuznetsk;537667;871333
Nellore;144500;799900
Palma;395667;26500
Chiclayo;-67630;-798366
Nanded;191500;773000
Ajmer;264499;746399
Al Hudaydah;148022;429511
Kimhae;352342;1288811
Provo;402457;-1116457
Rustenburg;-256667;272428
Amravati;209258;777647
Poznan;524083;169336
Huanghua;383710;1173329
Muntinlupa City;143800;1210500
Londrina;-233100;-511628
Nansana;3639;325286
Tabuk;283972;365789
Heroica Matamoros;258797;-975042
Akron;410798;-815219
Samarkand;396547;669758
Xingcheng;406189;1207205
Kaiyuan;425380;1240371
Hannover;523667;97167
Valledupar;104833;-732500
Fengcheng;404543;1240646
Ixtapaluca;193186;-988822
Ghulja;439000;813500
City of Calamba;142167;1211667
Ananindeua;-13658;-483719
Xiangyang;342999;1084816
Fuding;272000;1202000
An Nasiriyah;310439;462575
Al Hillah;324833;444333
Ibague;44333;-752333
Ryazan;546300;397425
Kassala;154500;364000
Tripoli;344367;358344
Chang'an;294761;1134480
Koto-ku;356728;1398173
Naberezhnyye Chelny;557000;523333
Aksu;411850;802904
Salta;-247833;-654167
Astrakhan;463500;480350
Gulbarga;173290;768250
Cadaado;61403;466256
Lyon;457600;48400
Wuhai;396844;1068158
Mingguang;327816;1179899
Antwerp;512178;44003
Yazd;318822;543397
Touba;148667;-158833
Ardabil;382425;482900
Bikaner;280167;733119
Agartala;238333;912833
Ndola;-129667;286333
Himeji;348167;1346833
Palm Bay;279631;-806593
Tultitlan de Mariano Escobedo;196450;-991694
Ailan Mubage;439080;812777
Bandar `Abbas;271833;562667
Bac Ninh;211833;1060500
Ciudad Apodaca;257817;-1001886
Santa Teresa del Tuy;102333;-666500
Maipu;-335167;-707667
Penza;532000;450000
Soacha;45872;-742214
Al Qatif;265560;499960
Port Said;312625;323061
Loni;287500;772800
Yucheng;369329;1166403
Sevastopol;446050;335225
Meknes;338950;-55547
Mixco;146338;-906146
Arak;340917;496892
Pohang;360322;1293650
Longzhou;303200;1122300
Anda;464078;1253252
Jinghong;220057;1007948
Sheffield;533808;-14703
Utsunomiya;365551;1398826
Suez;299667;325500
Nuremberg;494539;110775
Surrey;491900;-1228489
Heshan;227697;1129578
Ujjain;231700;757900
Jiaji;192431;1104642
Santa Marta;112419;-742053
Joinvile;-263204;-488437
Beining;415961;1217928
Des Moines;415725;-936105
Hai Duong;209397;1063306
Carrefour;185344;-724094
Maturin;97423;-631889
Homyel';524453;309842
Leicester;526344;-11319
Yanji;429044;1295067
Macapa;330;-510653
Yicheng;317117;1122551
Ulhasnagar;192200;731500
Al `Ashir min Ramadan;303065;317415
Lipetsk;526167;396000
Al `Amarah;318333;471500
Bhilwara;253500;746300
Encheng;221879;1123131
Murrieta;335719;-1171909
Aden;128000;450333
Kitwe;-128167;282000
Matsuyama;338333;1327667
Jhansi;254486;785696
Pingtung;226761;1204942
Lapu-Lapu City;103127;1239488
Matsudo;357876;1399032
Monteria;87500;-758833
Ichikawa;357219;1399311
Nagqu;314766;920569
Imus;144297;1209367
Hsinchu;248167;1209833
Kimberley;-287383;247639
Jammu;327300;748700
Belas;-89983;132650
Talatona;-89167;131833
Ile-Ife;74667;45667
Purnea;257780;874760
Kirov;586000;496500
Mykolaiv;469750;319950
Meicheng;306412;1165689
Tinnevelly;87136;777567
Niteroi;-228833;-431036
Farah;323436;621194
Sukkur;277061;688483
Oujda-Angad;346867;-19114
Taozhou;308956;1194110
Marka;16833;447500
Higashi-osaka;346794;1356008
Johor Bahru;14556;1037611
Hongjiang;271167;1099500
Bello;63333;-755667
Chimbote;-90745;-785936
Duisburg;514347;67625
Qaraghandy;498028;731056
Mesa;334015;-1117178
Toulouse;436045;14440
Likasi;-109833;267333
Dengtacun;414237;1233203
Lembok;-85650;1163510
Zhijiang;304271;1117506
Chengjiao;354043;1140593
Beipiao;418020;1207621
Suoluntun;452279;1248432
Staten Island;405834;-741496
Kota Bharu;61333;1022500
Ciudad Lopez Mateos;195500;-992833
Celaya;205222;-1008122
Vinh;186667;1056667
Duyun;262672;1075143
Los Mochis;257835;-1089937
`Ajman;254136;554456
Nyala;120500;248833
Larkana;275583;682111
Wichita;376895;-973443
Nishinomiya-hama;347376;1353416
Cheboksary;561333;472500
Yuanping;387299;1127134
Toledo;416638;-835827
Yueqing;281188;1209621
Edinburgh;559533;-31892
Belgaum;158500;745000
Tula;542000;376167
Gdansk;543475;186453
Shahe;368622;1145020
Serra;-201289;-403078
Brookhaven;408320;-729517
Gaoping;357911;1129259
Dunhua;433667;1282333
Az Zarqa';320833;361000
Sylhet;249000;918667
Kaihua;233715;1042437
Caerdydd;514817;-31792
Jamnagar;224700;700700
Fuyuan;483614;1342875
Gaya;247500;850100
Florianopolis;-276122;-484853
Chiniot;317194;729842
Jiannan;313446;1041994
Oita;332333;1316067
Berbera;104356;450164
Kaliningrad;547003;204531
Mbeya;-89000;334500
Nangong;373606;1153803
Ambattur;131143;801548
Katlehong;-263333;281500
Kurashiki;345833;1337667
Barura;233750;910583
San Juan;-315342;-685261
Vila Velha;-203364;-402936
Mazar-e Sharif;367000;671167
Shekhupura;317111;739878
Worthing;508147;-3714
Piura;-52000;-806333
Mandaluyong City;145800;1210300
Kartal;408872;291900
Jiaojiangcun;286804;1214500
Harrisburg;402752;-768843
Laohekou;323849;1116695
Kagithane;410719;289664
Agege;66219;33258
Angeles City;151472;1205847
Sao Jose do Rio Preto;-208081;-493811
Pasay City;145500;1210000
Beian;482395;1265037
Fujin;472489;1320341
Salt Lake City;226100;884000
Balashikha;558167;379667
Xiaoyi;371449;1117718
Port St. Lucie;272796;-803884
Lanus;-347000;-584000
Qingzhen;265555;1064646
Jiangshan;287412;1186225
Ba`qubah;337500;446333
Katsushika-ku;357434;1398472
Buraydah;263333;439667
Longjiang;275820;1205488
Tan Uyen;110508;1067636
Long Beach;337977;-1181670
Marikina City;146500;1211000
Manado;14931;1248413
Campos;-217539;-413239
Kanazawa;365611;1366564
Iloilo;107167;1225667
Reno;395497;-1198483
Calabar;49767;83383
Kuqa;417156;829322
Piraeus;379430;236469
Madison;430822;-893930
Jalgaon;210040;755680
Cranbourne;-380996;1452834
Kowloon City;223282;1141916
Maua;-236678;-464608
Fukuyama;344833;1333667
Xicheng;233629;1031545
Kikwit;-50386;188181
Amagasaki;347333;1354000
Pyeongtaek;369922;1271128
Kurnool;158300;780500
Little Rock;347256;-923577
Melaka;21944;1022486
General Trias;143833;1208833
Jian'ou;270387;1183215
Esenler;410339;288903
Huadian;429633;1267478
Tanta;307833;310000
Kota Kinabalu;59750;1160725
Kursk;517167;361833
Minzhu;437192;1273370
Stavropol;450500;419833
Udaipur;245800;736800
Mogi das Cruzes;-235228;-461878
Mariupol;470958;375494
Eslamshahr;355606;512347
San Nicolas de los Garza;257500;-1002833
Greenville;348354;-823646
Sham Shui Po;223307;1141622
Barcelona;101333;-646833
Constantine;363650;66147
Tanbei;350907;1129317
Ado-Ekiti;76167;52167
Batman;378870;411320
Bandung;-69120;1076097
Baisha;294774;1192853
Avcilar;409792;287214
Denton;332175;-971418
Rodriguez;147167;1211167
Taoyuan District;249913;1213143
Yongji;348670;1104417
Chauddagram;232283;913133
Danjiangkou;325408;1115098
Kahramanmaras;375833;369333
Fujisawa;353500;1394667
Andijon;407833;723333
Mathura;274925;776736
Zurich;473744;85411
Diadema;-236861;-466106
Machida;357106;1394386
Ulan-Ude;518272;1076064
Spokane;476671;-1174330
Ning'an;443439;1294656
Zhangjiakou Shi Xuanhua Qu;405944;1150243
Sunch'on;394167;1259333
Jinchang;385168;1021866
Kashiwa;358676;1399758
Guangming;453357;1227765
Sangli;168667;745667
Oakland;377904;-1222166
Beira;-198333;348500
Kupang;-101702;1236077
Jeju;335097;1265219
Davangere;144666;759242
Caxias do Sul;-291667;-511833
Manizales;51000;-755500
Yogyakarta;-78014;1103644
Calicut;112500;757700
Koumassi;53000;-39500
Veracruz;191903;-961533
Zanjan;366789;485056
Welkom;-279831;267208
Shinagawa-ku;356092;1397302
Kenitra;342500;-65833
Agadir;304333;-96000
Somolu;65408;33872
Uyo;50500;79333
Sokoto;130622;52339
Lancaster;400420;-763012
Masan;351833;1285500
Huili Chengguanzhen;266614;1022469
Sidi Bouzid;350381;94858
Cusco;-135250;-719722
Porto Velho;-87619;-639039
Sihung;373799;1268029
Xalapa;195400;-969275
Florencio Varela;-348167;-582833
Tver;568578;359219
Trabzon;410050;397225
Malatya;383486;383194
Xunyang;328357;1093590
Uijeongbu;377486;1270389
Akola;207000;770000
Aomori;408223;1407307
Yan'an Beilu;440144;872674
Owo;71961;55864
Aves;414400;-83000
Buenaventura;38772;-770267
Poughkeepsie;416950;-739211
Laval;455833;-737500
Boise;436005;-1162308
Toyota;350824;1371563
Santa Rosa;143167;1211167
Daloa;68833;-64500
Elazig;386744;392228
Hpa-An;168906;976333
Rahimyar Khan;284200;703000
Bettiah;268014;845028
Ugep;58000;80833
Winston-Salem;361029;-802610
Kushtia;239101;891231
Mishan;455420;1318666
Hailin;445735;1293825
Seremban;27222;1019417
Boa Vista;28194;-606714
Lecheng;251307;1133472
Zhengjiatun;435130;1235003
Luhansk;485667;393333
Pencheng;296792;1156611
Magnitogorsk;533833;590333
Thu Dau Mot;109667;1066500
Takamatsu;343500;1340500
Syracuse;430407;-761437
El Obeid;131833;302167
Da'an;455050;1242863
Xingren;254352;1051907
Binan;143333;1210833
Arusha;-33667;366833
Fenyang;372647;1117775
Ajdabiya;307556;202253
Paju;378667;1268000
Mataram;-85833;1161167
Carapicuiba;-235192;-468358
Jhang City;312694;723161
Tepic;215083;-1048931
Jayapura;-25330;1407170
Rio Branco;-99747;-678100
Toyama;366959;1372137
Fangting;311282;1041695
Sanandaj;353144;469922
Delhi Cantonment;286000;771333
Linghai;411676;1213558
Shorapur;165200;767600
Toyonaka;347833;1354667
Sochi;435853;397203
Bhagalpur;252500;870000
Bellary;151000;769167
Ivanovo;570000;410000
Kisumu;-833;347667
Augusta;333645;-820708
Turkmenabat;390833;635667
Zaria;110667;77000
Bryansk;532500;343667
Kumi;361195;1283444
Asyut;271833;311667
Wanyuan;320691;1080351
Maracay;102469;-675958
Padiala;305667;766333
Yuregir;369981;353439
Jiexiu;370282;1119103
Stockton;379765;-1213109
Bogra;248500;893667
Santa Fe;-316333;-607000
Campina Grande;-72306;-358811
Nagasaki;327447;1298736
Szczecin;534325;145481
Maringa;-234000;-519167
Palm Coast;295389;-812457
Chattanooga;350660;-852481
Qazvin;362667;500000
Quilon;88800;766000
Jundiai;-231858;-468839
Hirakata;348167;1356500
Gifu;354232;1367608
Khayelitsha;-340403;186778
Kukatpalli;174849;784138
Jiangjiafan;310238;1119709
Maungdaw;208167;923667
Kissimmee;283041;-814169
Durham;359792;-789022
Dera Ghazi Khan;300331;706400
Miyazaki;319167;1314167
Bhatpara;228700;884100
Hazaribagh;239800;853500
Sandakan;58388;1181173
Taytay;145692;1211325
Hejin;355914;1107060
Olinda;-80000;-348833
Thanh Hoa;198075;1057764
Surgut;612500;734333
Nnewi;60167;69167
Minamisuita;347594;1355169
Thies;147833;-169167
Betsiboka;-169500;468300
Belgorod;506000;366000
Tangail;242644;899181
Yokosuka;352500;1396667
Nha Trang;122450;1091917
Malabon;146600;1209600
Al Jahra';293500;476833
Yola;92300;124600
Pasto;12078;-772772
Lobito;-123597;135308
Al Jubayl;270000;496544
Saurimo;-96500;204000
Bologna;444939;113428
Arlington;326998;-971250
Gujrat;325739;740789
Ad Diwaniyah;319892;449247
Piracicaba;-227253;-476492
Hancheng;354768;1104419
Karamay;455799;848892
Kakinada;169661;822550
San-Pedro;47500;-66333
Tieli;469838;1280400
Cilegon;-60027;1060112
Darbhanga;261700;859000
Victorville;345277;-1173536
Gwoza;110861;136914
Saki;86667;34000
Tetouan;355667;-53667
Aqtobe;502836;572297
Biba;289218;309844
Plovdiv;421500;247500
Oyo;78500;39330
Ilesa;76167;47167
Tarlac City;154869;1205900
Okazaki;349543;1371744
Sirur;188300;743800
Cainta;145667;1211167
Ha'il;275167;416833
Garoowe;84000;484667
Olomouc;495939;172508
Yidu;303880;1114505
Lianzhou;247868;1123735
Ceel Baraf;32073;457587
Florence;437714;112542
Christchurch;-435310;1726365
Nuevo Laredo;274861;-995069
Brno;491925;166083
Bawshar;235333;583833
London;429836;-812497
Novi Sad;452542;198425
Aurora;397083;-1047237
Gusau;121500;66667
Modesto;376375;-1210028
Kaunas;548972;238861
Sardarshahr;284401;744908
Zetang;292380;917710
Las Palmas;281272;-154314
Ichinomiya;353039;1368031
Taunggyi;207836;970354
Lancaster;346935;-1181753
Fayetteville;360714;-941661
Cantonment;315167;743833
